Complex name:,Uniprot Accession Number:,% Identity:,E-Value:,Homolog Fasta:
p25344_ub_model_A,A0A099NQU2,54.76,7.000000000000001e-24,p25344_ub_model_A_H55.fasta
p25344_ub_model_A,A0A1E3NER6,48.31,6e-22,p25344_ub_model_A_H50.fasta
p25344_ub_model_A,A0AB34L1F4,44.21,6e-16,p25344_ub_model_A_H45.fasta
p25344_ub_model_A,A0A9P4U0U1,39.77,6e-16,p25344_ub_model_A_H40.fasta
p25344_ub_model_A,A0A0C3BL71,34.15,1e-10,p25344_ub_model_A_H35.fasta
p25344_ub_model_A,A0AAD5YSU4,27.85,3e-07,p25344_ub_model_A_H30.fasta
p40343_ub_model_A,H2AWE0,64.33,3e-64,p40343_ub_model_A_H65.fasta
p40343_ub_model_A,A0A0C7MUI3,59.73,7e-56,p40343_ub_model_A_H60.fasta
p40343_ub_model_A,A0A376B2C7,51.3,2.0000000000000002e-39,p40343_ub_model_A_H55.fasta
p40343_ub_model_A,A0A1E3NUF1,48.23,3e-34,p40343_ub_model_A_H50.fasta
p40343_ub_model_A,A0A1E4S9B1,44.67,1.0000000000000001e-34,p40343_ub_model_A_H45.fasta
p40343_ub_model_A,Q6BSD6,39.74,1e-31,p40343_ub_model_A_H40.fasta
p40343_ub_model_A,A0A8H7Q2R8,32.39,4e-20,p40343_ub_model_A_H35.fasta
p40343_ub_model_A,A0A7M5XEK1,28.86,2e-11,p40343_ub_model_A_H30.fasta
p40343_ub_model_A,A0AAV2QUN6,23.97,4e-08,p40343_ub_model_A_H25.fasta
p43588_ub_model_A,Q750E9,89.18,7e-126,p43588_ub_model_A_H90.fasta
p43588_ub_model_A,A0A0L0HDS9,80.3,2e-111,p43588_ub_model_A_H85.fasta
p43588_ub_model_A,A0AAN5IGL8,79.9,5e-111,p43588_ub_model_A_H80.fasta
p43588_ub_model_A,A0A1J5XEL8,73.58,6e-101,p43588_ub_model_A_H75.fasta
p43588_ub_model_A,C4M1W8,69.43,2e-93,p43588_ub_model_A_H70.fasta
p43588_ub_model_A,A0A8S1R5Y1,61.98,4.0000000000000003e-81,p43588_ub_model_A_H65.fasta
p43588_ub_model_A,D8M8S9,57.81,1e-73,p43588_ub_model_A_H60.fasta
p43588_ub_model_A,F2HHI1,52.91,2e-68,p43588_ub_model_A_H55.fasta
p43588_ub_model_A,V6LPQ7,46.39,2.0000000000000002e-60,p43588_ub_model_A_H50.fasta
p43588_ub_model_A,A0A1J4JIZ7,44.93,9e-54,p43588_ub_model_A_H45.fasta
p43588_ub_model_A,A0A8H7BDP5,38.38,1e-35,p43588_ub_model_A_H40.fasta
p43588_ub_model_A,W6MXG0,33.33,5e-30,p43588_ub_model_A_H35.fasta
p54000_ub_model_A,A0A7H9B1B5,90.59,3e-49,p54000_ub_model_A_H95.fasta
p54000_ub_model_A,H2AMS1,89.41,2e-47,p54000_ub_model_A_H90.fasta
p54000_ub_model_A,A0A1G4MEV4,82.72,1e-40,p54000_ub_model_A_H85.fasta
p54000_ub_model_A,A0A0C7MVD5,78.57,2e-40,p54000_ub_model_A_H80.fasta
p54000_ub_model_A,A0A1E5RI50,66.67,7e-33,p54000_ub_model_A_H70.fasta
p54000_ub_model_A,UPI0022257176,56.16,5e-15,p54000_ub_model_A_H60.fasta
p54000_ub_model_A,A0A1E4TW42,50.65,5e-19,p54000_ub_model_A_H55.fasta
p54000_ub_model_A,A0A0V1PVN0,48.19,5e-19,p54000_ub_model_A_H50.fasta
p54000_ub_model_A,A0AA40BUK4,42.11,7e-12,p54000_ub_model_A_H45.fasta
p54000_ub_model_A,A0A0D2DJR3,37.93,9e-10,p54000_ub_model_A_H40.fasta
p54000_ub_model_A,UPI0030E4F2B9,34.67,2e-08,p54000_ub_model_A_H35.fasta
q05812_ub_model_A,A7TM54,32.37,1.9999999999999999e-56,q05812_ub_model_A_H35.fasta
q05812_ub_model_A,H2AZ27,29.89,5e-46,q05812_ub_model_A_H30.fasta
p22108_ub_model_A,G0V546,58.9,6.999999999999999e-136,p22108_ub_model_A_H60.fasta
p22108_ub_model_A,A0A376B8F3,46.84,7e-91,p22108_ub_model_A_H50.fasta
p22108_ub_model_A,A0AAN7WMH0,41.25,2e-78,p22108_ub_model_A_H45.fasta
p22108_ub_model_A,G8BQ78,38.66,2e-64,p22108_ub_model_A_H40.fasta
p22108_ub_model_A,A0A421J3Y4,34.47,5.999999999999999e-47,p22108_ub_model_A_H35.fasta
p22108_ub_model_A,A0A8H4H5C8,27.25,9.999999999999999e-31,p22108_ub_model_A_H30.fasta
p22108_ub_model_A,A0A3M0VWE7,24.87,6e-23,p22108_ub_model_A_H25.fasta
p36037_ub_model_A,B5VLV3,98.77,3e-48,p36037_ub_model_A_H99.fasta
p36037_ub_model_A,A0A1E5RDY0,65.28,4e-27,p36037_ub_model_A_H70.fasta
p36037_ub_model_A,I2H3A6,64.1,2.0000000000000002e-28,p36037_ub_model_A_H65.fasta
p36037_ub_model_A,A0AAV5QPF9,58.14,3.9999999999999997e-25,p36037_ub_model_A_H60.fasta
p36037_ub_model_A,A0A1E4TQK5,54.43,1e-22,p36037_ub_model_A_H55.fasta
p36037_ub_model_A,A0A443SEI4,48.19,3e-18,p36037_ub_model_A_H50.fasta
p36037_ub_model_A,A0A7M7JEH4,42.86,1e-16,p36037_ub_model_A_H45.fasta
p36037_ub_model_A,A0A085NR99,38.16,5e-11,p36037_ub_model_A_H40.fasta
p36037_ub_model_A,A0A4V5NBD5,32.89,2e-06,p36037_ub_model_A_H35.fasta
p32628_ub_model_A,C5M5Z5,74.07,1e-18,p32628_ub_model_A_H75.fasta
p32628_ub_model_A,C4R1U0,64.41,6e-15,p32628_ub_model_A_H65.fasta
p32628_ub_model_A,C4Y3W2,58.46,3e-15,p32628_ub_model_A_H60.fasta
p32628_ub_model_A,K3VYJ2,54.24,1e-14,p32628_ub_model_A_H55.fasta
p32628_ub_model_A,A0A137NUY3,49.12,5e-12,p32628_ub_model_A_H50.fasta
p32628_ub_model_A,A0AAW2YK30,42.86,1e-09,p32628_ub_model_A_H45.fasta
p32628_ub_model_A,D2V104,37.29,3e-06,p32628_ub_model_A_H40.fasta
p0c2i5_ub_model_A,A6ZMH7,80.1,3e-109,p0c2i5_ub_model_A_H85.fasta
p0c2i5_ub_model_A,A0AA35JE33,66.15,5e-86,p0c2i5_ub_model_A_H70.fasta
p0c2i5_ub_model_A,A0AA35NLP0,64.32,2e-76,p0c2i5_ub_model_A_H65.fasta
p0c2i5_ub_model_A,A0AA35ND33,50.53,3e-59,p0c2i5_ub_model_A_H55.fasta
p0c2i5_ub_model_A,A7TJX5,30.68,3e-16,p0c2i5_ub_model_A_H35.fasta
p0c2i5_ub_model_A,A0A7H9HN04,28.65,4e-15,p0c2i5_ub_model_A_H30.fasta
p0c2i5_ub_model_A,A7TMQ1,24.73,5e-14,p0c2i5_ub_model_A_H25.fasta
p03877_ub_model_A,A0A0H3WJ97,84.48,1e-95,p03877_ub_model_A_H85.fasta
p03877_ub_model_A,A0A2D0W3T6,70.81,1.0000000000000001e-75,p03877_ub_model_A_H75.fasta
p03877_ub_model_A,S5TFF6,50.99,9.999999999999999e-51,p03877_ub_model_A_H55.fasta
p03877_ub_model_A,S5TE80,45.99,2e-41,p03877_ub_model_A_H50.fasta
p03877_ub_model_A,A0A1V1FWV4,44.2,4e-38,p03877_ub_model_A_H45.fasta
p03877_ub_model_A,A0A343AWN4,39.44,8e-33,p03877_ub_model_A_H40.fasta
p03877_ub_model_A,A0A6G9KB83,33.15,2e-19,p03877_ub_model_A_H35.fasta
p03877_ub_model_A,A0A221C8Z9,28.8,6e-17,p03877_ub_model_A_H30.fasta
p03877_ub_model_A,UPI0022384F31,24.61,2e-06,p03877_ub_model_A_H25.fasta
p53337_ub_model_A,A0A9P8TNN5,50.95,3.0000000000000004e-81,p53337_ub_model_A_H55.fasta
p53337_ub_model_A,Q5AMR7,46.67,1e-70,p53337_ub_model_A_H50.fasta
p53337_ub_model_A,A0A1E4TKR1,44.61,3e-72,p53337_ub_model_A_H45.fasta
p53337_ub_model_A,A0A8H5B8M7,37.13,2.0000000000000002e-60,p53337_ub_model_A_H40.fasta
p53337_ub_model_A,O18405,34.9,2e-43,p53337_ub_model_A_H35.fasta
p53337_ub_model_A,A0A267DFB4,29.34,2e-33,p53337_ub_model_A_H30.fasta
p53337_ub_model_A,A0A7S4I9K9,23.97,9e-09,p53337_ub_model_A_H25.fasta
q04383_ub_model_A,G8ZQP3,62.28,8e-38,q04383_ub_model_A_H65.fasta
q04383_ub_model_A,G0VAS4,59.65,3e-38,q04383_ub_model_A_H60.fasta
q04383_ub_model_A,H2ATK6,53.51,7.000000000000001e-31,q04383_ub_model_A_H55.fasta
q04383_ub_model_A,A0AAN7ZRJ4,48.84,5e-28,q04383_ub_model_A_H50.fasta
q04383_ub_model_A,A0A1E3P943,41.92,1e-27,q04383_ub_model_A_H45.fasta
q04383_ub_model_A,A0A9P5KSU5,39.29,2e-19,q04383_ub_model_A_H40.fasta
q04383_ub_model_A,A0A3A2Z578,34.78,2e-18,q04383_ub_model_A_H35.fasta
q12511_ub_model_A,J7RQ50,60.95,4e-175,q12511_ub_model_A_H65.fasta
q12511_ub_model_A,A0A1G4JE61,55.03,1.0000000000000001e-171,q12511_ub_model_A_H60.fasta
q12511_ub_model_A,A0A376B1V2,52.47,6e-153,q12511_ub_model_A_H55.fasta
q12511_ub_model_A,Q5A388,49.36,4e-135,q12511_ub_model_A_H50.fasta
q12511_ub_model_A,A0A167ED17,40.98,9e-117,q12511_ub_model_A_H45.fasta
q12511_ub_model_A,A0A0E9NFB6,38.58,3e-89,q12511_ub_model_A_H40.fasta
q12511_ub_model_A,A0A0L6VU02,33.85,1e-69,q12511_ub_model_A_H35.fasta
q12511_ub_model_A,A0AAF0IVP2,29.81,1e-51,q12511_ub_model_A_H30.fasta
q12511_ub_model_A,A0A267DKD7,24.48,9.999999999999999e-27,q12511_ub_model_A_H25.fasta
p34216_ub_model_A,H2APQ8,64.35,2.0000000000000002e-81,p34216_ub_model_A_H65.fasta
p34216_ub_model_A,I2H612,56.49,2e-77,p34216_ub_model_A_H60.fasta
p34216_ub_model_A,A0A0C7N043,54.19,2.9999999999999997e-71,p34216_ub_model_A_H55.fasta
p34216_ub_model_A,G8JW11,47.98,8e-64,p34216_ub_model_A_H50.fasta
p34216_ub_model_A,A0A0X8HS38,43.64,1e-57,p34216_ub_model_A_H45.fasta
p34216_ub_model_A,A0A1E3P9S7,39.74,1.9999999999999998e-42,p34216_ub_model_A_H40.fasta
p34216_ub_model_A,A0A1B7TKG3,34.71,4e-37,p34216_ub_model_A_H35.fasta
p34216_ub_model_A,A0A420HSP0,28.7,2.0000000000000002e-24,p34216_ub_model_A_H30.fasta
p34216_ub_model_A,A0A4S2KXA5,24.55,4e-17,p34216_ub_model_A_H25.fasta
q04228_ub_model_A,A0A6C1EDG4,82.61,2e-31,q04228_ub_model_A_H85.fasta
q04228_ub_model_A,J7RV70,70.97,5e-24,q04228_ub_model_A_H75.fasta
q04228_ub_model_A,A0A1G4MG75,67.16,1.0000000000000001e-24,q04228_ub_model_A_H70.fasta
q04228_ub_model_A,Q7ZA19,63.64,4e-21,q04228_ub_model_A_H65.fasta
q04228_ub_model_A,H2AT38,59.42,2e-20,q04228_ub_model_A_H60.fasta
q04228_ub_model_A,A0A9P6WCI4,54.41,3e-18,q04228_ub_model_A_H55.fasta
q04228_ub_model_A,A0A376B421,46.77,1e-14,q04228_ub_model_A_H50.fasta
p50101_ub_model_A,A0A376B6H5,71.0,0.0,p50101_ub_model_A_H75.fasta
p50101_ub_model_A,A0A1E3NZG9,69.41,0.0,p50101_ub_model_A_H70.fasta
p50101_ub_model_A,A0A1B2JD87,63.54,1.9999999999999998e-174,p50101_ub_model_A_H65.fasta
p50101_ub_model_A,UPI0034D00374,59.42,4e-155,p50101_ub_model_A_H60.fasta
p50101_ub_model_A,B6K4X2,53.08,4e-146,p50101_ub_model_A_H55.fasta
p50101_ub_model_A,A0A4P9WZ85,49.1,1e-125,p50101_ub_model_A_H50.fasta
p50101_ub_model_A,A0A914NRQ6,44.53,1e-107,p50101_ub_model_A_H45.fasta
p50101_ub_model_A,A0A7S2L473,39.33,3.9999999999999995e-91,p50101_ub_model_A_H40.fasta
p50101_ub_model_A,I7IFG2,33.48,4e-69,p50101_ub_model_A_H35.fasta
p39538_ub_model_A,A0A4C2EA37,56.59,0.0,p39538_ub_model_A_H60.fasta
p39538_ub_model_A,J7S4J6,53.05,0.0,p39538_ub_model_A_H55.fasta
p39538_ub_model_A,A0A1G4K9T7,48.02,0.0,p39538_ub_model_A_H50.fasta
p39538_ub_model_A,A0A376B8A5,43.79,0.0,p39538_ub_model_A_H45.fasta
p39538_ub_model_A,A0A8H7Z9D0,37.54,1e-157,p39538_ub_model_A_H40.fasta
p39538_ub_model_A,A8N8Y2,34.27,2e-119,p39538_ub_model_A_H35.fasta
p39538_ub_model_A,UPI00295A744C,29.91,3e-64,p39538_ub_model_A_H30.fasta
q04201_ub_model_A,A0AA35NC92,89.8,5e-22,q04201_ub_model_A_H90.fasta
q04201_ub_model_A,J5P593,84.62,3e-22,q04201_ub_model_A_H85.fasta
q04201_ub_model_A,Q756I2,43.48,9e-06,q04201_ub_model_A_H45.fasta
q12490_ub_model_A,A0A0L8VT75,90.07,0.0,q12490_ub_model_A_H95.fasta
q12490_ub_model_A,A0AA35NLP0,49.05,4e-120,q12490_ub_model_A_H50.fasta
q12490_ub_model_A,G8ZUH5,21.99,3e-22,q12490_ub_model_A_H25.fasta
p04385_ub_model_A,A0A1E4TNJ0,54.21,1e-85,p04385_ub_model_A_H55.fasta
p04385_ub_model_A,G8C0C5,49.17,2e-89,p04385_ub_model_A_H50.fasta
p04385_ub_model_A,Q9HDU2,44.0,1.0000000000000001e-66,p04385_ub_model_A_H45.fasta
p04385_ub_model_A,A0A1A0HGW7,39.64,1.0000000000000001e-60,p04385_ub_model_A_H40.fasta
p04385_ub_model_A,A0A168PX03,34.69,2.0000000000000003e-45,p04385_ub_model_A_H35.fasta
p04385_ub_model_A,A0A9W8A9G3,28.92,3e-34,p04385_ub_model_A_H30.fasta
p04385_ub_model_A,A0A834XKY3,23.67,4e-17,p04385_ub_model_A_H25.fasta
p53744_ub_model_A,A0AAN7WQG2,54.9,0.0,p53744_ub_model_A_H55.fasta
p53744_ub_model_A,W0TES8,48.79,3e-179,p53744_ub_model_A_H50.fasta
p53744_ub_model_A,M3JSW6,41.43,2.0000000000000002e-126,p53744_ub_model_A_H45.fasta
p53744_ub_model_A,A0A1D2V8A0,38.79,6e-115,p53744_ub_model_A_H40.fasta
p53744_ub_model_A,Q6CGM1,34.44,1e-89,p53744_ub_model_A_H35.fasta
p53744_ub_model_A,W9XZ55,29.63,2e-59,p53744_ub_model_A_H30.fasta
p53744_ub_model_A,A0A8H3FNG2,24.21,1e-43,p53744_ub_model_A_H25.fasta
p36069_ub_model_A,A0A1G4K8R0,48.6,7e-85,p36069_ub_model_A_H50.fasta
p36069_ub_model_A,A0A0X8HUT6,43.66,5e-70,p36069_ub_model_A_H45.fasta
p36069_ub_model_A,Q758Q7,39.64,2e-59,p36069_ub_model_A_H40.fasta
p36069_ub_model_A,A0A074Y467,34.77,7e-39,p36069_ub_model_A_H35.fasta
p36069_ub_model_A,A0A9Q3FE29,29.73,3.9999999999999996e-30,p36069_ub_model_A_H30.fasta
p36069_ub_model_A,A0A815FXT9,23.87,2e-11,p36069_ub_model_A_H25.fasta
q6q546_ub_model_A,Q6FIX7,83.33,8.999999999999999e-36,q6q546_ub_model_A_H85.fasta
q6q546_ub_model_A,A0A1Q3ADT9,79.45,3.9999999999999997e-32,q6q546_ub_model_A_H80.fasta
q6q546_ub_model_A,Q756X3,73.97,6.999999999999999e-30,q6q546_ub_model_A_H75.fasta
q6q546_ub_model_A,G3MY86,66.67,9.999999999999999e-27,q6q546_ub_model_A_H70.fasta
q6q546_ub_model_A,O94650,63.89,9.999999999999999e-27,q6q546_ub_model_A_H65.fasta
q6q546_ub_model_A,A0AAJ7TDF0,59.72,3.9999999999999997e-25,q6q546_ub_model_A_H60.fasta
q6q546_ub_model_A,A0A0D2WPX0,54.93,4e-22,q6q546_ub_model_A_H55.fasta
q6q546_ub_model_A,K9IW29,47.22,1e-17,q6q546_ub_model_A_H50.fasta
q6q546_ub_model_A,A2DGV4,44.44,3e-17,q6q546_ub_model_A_H45.fasta
q6q546_ub_model_A,A0AA43QRV0,39.44,9e-12,q6q546_ub_model_A_H40.fasta
q6q546_ub_model_A,A0A1Y2DL83,32.39,2e-08,q6q546_ub_model_A_H35.fasta
p40453_ub_model_A,Q875P1,47.07,0.0,p40453_ub_model_A_H50.fasta
p40453_ub_model_A,A0A0A8KYW9,43.15,0.0,p40453_ub_model_A_H45.fasta
p36104_ub_model_A,H2ASM8,71.25,6e-177,p36104_ub_model_A_H75.fasta
p36104_ub_model_A,A0AAN8A6G9,69.3,8e-166,p36104_ub_model_A_H70.fasta
p36104_ub_model_A,A0A9P8PU73,42.86,7e-79,p36104_ub_model_A_H45.fasta
p36104_ub_model_A,A0A1E3QEK8,39.31,1e-70,p36104_ub_model_A_H40.fasta
p36104_ub_model_A,A0A1E3PE67,33.92,3.9999999999999997e-63,p36104_ub_model_A_H35.fasta
p36104_ub_model_A,A0A9P4T8P8,28.49,7e-43,p36104_ub_model_A_H30.fasta
p36104_ub_model_A,A0A914JI98,24.63,3e-24,p36104_ub_model_A_H25.fasta
q02887_ub_model_A,UPI0038722038,48.44,4e-74,q02887_ub_model_A_H50.fasta
q02887_ub_model_A,A0AAN7W2B0,44.21,4e-70,q02887_ub_model_A_H45.fasta
q02887_ub_model_A,I2H8G6,37.66,9.999999999999999e-57,q02887_ub_model_A_H40.fasta
q02887_ub_model_A,A0A1E5R8A7,33.69,2e-40,q02887_ub_model_A_H35.fasta
q02887_ub_model_A,A0A2T0FI23,29.41,6e-21,q02887_ub_model_A_H30.fasta
q02887_ub_model_A,A0A8S0ZZ49,24.27,2e-13,q02887_ub_model_A_H25.fasta
p08004_ub_model_A,A0A0C7NG15,73.88,0.0,p08004_ub_model_A_H75.fasta
p08004_ub_model_A,A0A120K1I5,69.92,0.0,p08004_ub_model_A_H70.fasta
p08004_ub_model_A,A0A1V2LGQ9,57.48,9e-156,p08004_ub_model_A_H60.fasta
p08004_ub_model_A,A0A7D9GXU7,54.21,1e-144,p08004_ub_model_A_H55.fasta
p08004_ub_model_A,A0A1D8PJ29,49.63,7e-131,p08004_ub_model_A_H50.fasta
p08004_ub_model_A,UPI0034D00B6C,44.85,1.9999999999999998e-110,p08004_ub_model_A_H45.fasta
p08004_ub_model_A,A0A9N9FAK7,39.74,3.9999999999999996e-86,p08004_ub_model_A_H40.fasta
p08004_ub_model_A,A0A9W9F755,33.59,7e-71,p08004_ub_model_A_H35.fasta
p08004_ub_model_A,Q5BF81,28.8,3e-49,p08004_ub_model_A_H30.fasta
p38817_ub_model_A,H2AW00,79.51,3e-115,p38817_ub_model_A_H80.fasta
p38817_ub_model_A,B5VGN8,71.71,4e-108,p38817_ub_model_A_H75.fasta
p38817_ub_model_A,A0A1E3P6I8,68.47,9e-99,p38817_ub_model_A_H70.fasta
p38817_ub_model_A,A0AAV5RRM2,64.04,6e-87,p38817_ub_model_A_H65.fasta
p38817_ub_model_A,A0A2T0FNE6,59.13,3e-79,p38817_ub_model_A_H60.fasta
p38817_ub_model_A,UPI003742A700,54.87,2e-64,p38817_ub_model_A_H55.fasta
p38817_ub_model_A,A0A9W8DXQ0,49.47,2e-59,p38817_ub_model_A_H50.fasta
p38817_ub_model_A,A0A1X2GQQ3,43.95,2e-52,p38817_ub_model_A_H45.fasta
p38817_ub_model_A,A0AAN7W6A6,33.93,2.0000000000000002e-29,p38817_ub_model_A_H35.fasta
p38817_ub_model_A,A0A7N5KR54,29.59,2e-14,p38817_ub_model_A_H30.fasta
p38817_ub_model_A,A0A2N1J8J4,22.75,2e-12,p38817_ub_model_A_H25.fasta
p53923_ub_model_A,H2B0X2,41.36,9.999999999999999e-64,p53923_ub_model_A_H45.fasta
p53923_ub_model_A,A0A0C7N8P8,38.51,5.9999999999999995e-71,p53923_ub_model_A_H40.fasta
p53923_ub_model_A,A0A1G4IUH1,33.94,3.9999999999999997e-56,p53923_ub_model_A_H35.fasta
p53923_ub_model_A,A0A376B7P8,29.56,2e-38,p53923_ub_model_A_H30.fasta
p53923_ub_model_A,A0A642V990,24.82,6e-20,p53923_ub_model_A_H25.fasta
q12107_ub_model_A,A0A1Q3ADT0,47.71,1e-22,q12107_ub_model_A_H50.fasta
q12107_ub_model_A,A7TJ18,40.52,4e-17,q12107_ub_model_A_H45.fasta
q12107_ub_model_A,G0W681,36.28,6e-14,q12107_ub_model_A_H40.fasta
q04215_ub_model_A,A0A0L8VT75,97.06,2e-136,q04215_ub_model_A_H99.fasta
q04215_ub_model_A,P08405,79.9,2.9999999999999998e-114,q04215_ub_model_A_H80.fasta
q04215_ub_model_A,A0AA35JE33,65.02,1e-85,q04215_ub_model_A_H70.fasta
q04215_ub_model_A,A0AA35NLP0,58.05,5e-73,q04215_ub_model_A_H60.fasta
q04215_ub_model_A,A0AA35ND33,45.96,2.9999999999999995e-54,q04215_ub_model_A_H50.fasta
q04215_ub_model_A,A7TJX5,30.73,3e-17,q04215_ub_model_A_H35.fasta
q04215_ub_model_A,A0A7H9HN04,28.42,6e-15,q04215_ub_model_A_H30.fasta
q04215_ub_model_A,A0AAV5RV84,24.57,1e-11,q04215_ub_model_A_H25.fasta
q05874_ub_model_A,A0A2P7YTZ1,57.83,1e-87,q05874_ub_model_A_H60.fasta
q05874_ub_model_A,A0A4T0X5X9,50.81,4e-73,q05874_ub_model_A_H55.fasta
q05874_ub_model_A,A0AAV5RB96,49.59,1e-70,q05874_ub_model_A_H50.fasta
q05874_ub_model_A,F4P3R6,43.75,1e-61,q05874_ub_model_A_H45.fasta
q05874_ub_model_A,A0A4P9Z620,39.31,8e-53,q05874_ub_model_A_H40.fasta
q05874_ub_model_A,A0A9P6NGX6,34.42,5.9999999999999996e-40,q05874_ub_model_A_H35.fasta
q05874_ub_model_A,A0A4D9CW08,28.64,5e-24,q05874_ub_model_A_H30.fasta
q05874_ub_model_A,A0A9P6UBC8,23.29,4e-12,q05874_ub_model_A_H25.fasta
p0cx69_ub_model_A,A6ZMH7,80.4,2e-111,p0cx69_ub_model_A_H85.fasta
p0cx69_ub_model_A,A0AA35JE33,65.99,3.9999999999999996e-86,p0cx69_ub_model_A_H70.fasta
p0cx69_ub_model_A,A0AA35NLP0,64.32,2e-76,p0cx69_ub_model_A_H65.fasta
p0cx69_ub_model_A,A0AA35ND33,48.99,1e-59,p0cx69_ub_model_A_H50.fasta
p0cx69_ub_model_A,A7TJX5,30.11,2e-16,p0cx69_ub_model_A_H35.fasta
p0cx69_ub_model_A,A0A7H9HN04,28.65,3e-15,p0cx69_ub_model_A_H30.fasta
p0cx69_ub_model_A,A7TMQ1,24.73,7e-14,p0cx69_ub_model_A_H25.fasta
p43593_ub_model_A,A0A9P8Q2Y7,48.98,5.0000000000000006e-127,p43593_ub_model_A_H50.fasta
p43593_ub_model_A,A0A1L0CVQ3,44.44,3e-102,p43593_ub_model_A_H45.fasta
p43593_ub_model_A,A0A384JSF3,36.27,4.999999999999999e-84,p43593_ub_model_A_H40.fasta
p43593_ub_model_A,A0A9P8CCD5,33.2,4e-73,p43593_ub_model_A_H35.fasta
p43593_ub_model_A,A0A0H2S3U3,29.3,1e-59,p43593_ub_model_A_H30.fasta
p43593_ub_model_A,UPI00355A2F3F,24.07,3.9999999999999997e-25,p43593_ub_model_A_H25.fasta
q02732_ub_model_A,A7TQW5,36.51,4e-13,q02732_ub_model_A_H40.fasta
q02732_ub_model_A,G8BS79,33.33,9e-11,q02732_ub_model_A_H35.fasta
q02732_ub_model_A,A0A9P7BA21,27.34,2e-07,q02732_ub_model_A_H30.fasta
q12514_ub_model_A,H2AYU0,65.85,4e-27,q12514_ub_model_A_H70.fasta
q12514_ub_model_A,J7RU82,60.0,6e-23,q12514_ub_model_A_H65.fasta
q12514_ub_model_A,I2H7T4,59.76,1.9999999999999998e-25,q12514_ub_model_A_H60.fasta
q12514_ub_model_A,A0A1E5RCK1,48.61,4e-10,q12514_ub_model_A_H50.fasta
q12271_ub_model_A,Q6FXM3,77.44,0.0,q12271_ub_model_A_H80.fasta
q12271_ub_model_A,Q6CIW0,72.5,0.0,q12271_ub_model_A_H75.fasta
q12271_ub_model_A,A0AAN7W450,60.83,2e-177,q12271_ub_model_A_H65.fasta
q12271_ub_model_A,I2GXX5,59.4,3e-167,q12271_ub_model_A_H60.fasta
q12271_ub_model_A,A0A1E3PXU9,51.26,2e-135,q12271_ub_model_A_H55.fasta
q12271_ub_model_A,Q6FT79,46.62,8.000000000000001e-126,q12271_ub_model_A_H50.fasta
q12271_ub_model_A,A0A0D1YLG1,44.12,9e-104,q12271_ub_model_A_H45.fasta
q12271_ub_model_A,A0A0D1C6K3,39.96,1e-89,q12271_ub_model_A_H40.fasta
q12271_ub_model_A,A0A5C5G3T4,34.73,2e-83,q12271_ub_model_A_H35.fasta
q12271_ub_model_A,A0A2T9ZAH7,29.61,5e-53,q12271_ub_model_A_H30.fasta
q05468_ub_model_A,G8JXX8,56.0,0.0,q05468_ub_model_A_H60.fasta
q05468_ub_model_A,A0A0C7NA41,52.72,4e-175,q05468_ub_model_A_H55.fasta
q05468_ub_model_A,A0A1E5R2M2,47.37,1.9999999999999998e-138,q05468_ub_model_A_H50.fasta
q05468_ub_model_A,A0A1E3P7N8,41.13,5e-109,q05468_ub_model_A_H45.fasta
q05468_ub_model_A,A0A376B2G6,37.82,1e-107,q05468_ub_model_A_H40.fasta
q05468_ub_model_A,A0A0V1Q0E7,34.83,2e-89,q05468_ub_model_A_H35.fasta
q05468_ub_model_A,A0A642V7B2,26.23,1e-35,q05468_ub_model_A_H30.fasta
q05468_ub_model_A,G3GRQ2,24.19,5e-20,q05468_ub_model_A_H25.fasta
p53152_ub_model_A,I2GV39,80.3,2e-73,p53152_ub_model_A_H85.fasta
p53152_ub_model_A,A0A1E3NQC7,72.73,1e-62,p53152_ub_model_A_H75.fasta
p53152_ub_model_A,A0A074YNE4,68.18,9e-60,p53152_ub_model_A_H70.fasta
p53152_ub_model_A,Q4WQ99,64.89,3e-58,p53152_ub_model_A_H65.fasta
p53152_ub_model_A,A0A9W7W4D0,58.67,1.9999999999999998e-54,p53152_ub_model_A_H60.fasta
p53152_ub_model_A,M9MJ71,52.53,7e-46,p53152_ub_model_A_H55.fasta
p53152_ub_model_A,Q7M767,49.23,3e-41,p53152_ub_model_A_H50.fasta
p53152_ub_model_A,A0A8V5FRH4,43.42,4e-37,p53152_ub_model_A_H45.fasta
p53152_ub_model_A,A0A2S4UF32,39.2,6e-28,p53152_ub_model_A_H40.fasta
p53152_ub_model_A,A0A6B2G4L1,34.65,1e-18,p53152_ub_model_A_H35.fasta
p25604_ub_model_A,Q1ET01,73.42,2.9999999999999996e-76,p25604_ub_model_A_H75.fasta
p25604_ub_model_A,A7TQ78,44.37,7e-33,p25604_ub_model_A_H45.fasta
p25604_ub_model_A,A0A0X8HR30,38.46,5e-30,p25604_ub_model_A_H40.fasta
p25604_ub_model_A,A0A1E4S5Q6,32.47,9e-18,p25604_ub_model_A_H35.fasta
p25604_ub_model_A,A0A074ZQB9,29.61,1e-12,p25604_ub_model_A_H30.fasta
p25604_ub_model_A,A0A1E5RZY4,23.47,2e-07,p25604_ub_model_A_H25.fasta
q12003_ub_model_A,A0A4C2EFV3,64.14,5e-109,q12003_ub_model_A_H65.fasta
